Smiles,DC50 (nM),Sensor,Dmax (%),"IC50 (nM, Protac to Target)","IC50 (nM, Cellular activities)",Molecular Weight,Exact Mass,logP,logS,Heavy Atom Count,Ring Count,Hydrogen Bond Acceptor Count,Hydrogen Bond Donor Count,Rotatable Bond Count,Topological Polar Surface Area
CC1=NN=C2COCC3=C(SC(C#CC4=CN(CCCCCC5=CC=CC6=C5CN(C5CCC(=O)NC5=O)C6=O)N=C4)=C3CC3=CC=CC=C3)N12,,,,,0.081/0.14/0.53,699.837,699.2627737,4.55,-4.92,51,8,10,1,9,124.24
CC1=NN=C2COCC3=C(SC(C#CC4=CN(CCCCCC5=CC=CC6=C5CN(C5CCC(=O)NC5=O)C6=O)N=C4)=C3CC3=CC=CC=C3)N12,,,,,0.081/0.14/0.53,699.837,699.2627737,4.55,-4.92,51,8,10,1,9,124.24
CCN1N=C(C2CC2)C=C1NC1=NC(C(=O)NCCCCCC2=CC=CC3=C2CN(C2CCC(=O)NC2=O)C3=O)=NC2=C1C1=CC(OC)=C(C3=C(C)ON=C3C)C=C1[NH]2,,,,,0.051/2.2,798.905,798.3601792,5.09,-3.92,59,9,12,4,14,202.26
CCN1N=C(C2CC2)C=C1NC1=NC(C(=O)NCCCCCC2=CC=CC3=C2CN(C2CCC(=O)NC2=O)C3=O)=NC2=C1C1=CC(OC)=C(C3=C(C)ON=C3C)C=C1[NH]2,,,,,0.051/2.2,798.905,798.3601792,5.09,-3.92,59,9,12,4,14,202.26
CCN1N=C(C2CC2)C=C1NC1=NC(C(=O)NCCCCCC2=CC=CC3=C2CN(C2CCC(=O)NC2=O)C3=O)=NC2=C1C1=CC(OC)=C(C3=C(C)ON=C3C)C=C1[NH]2,,,,,0.051/2.2,798.905,798.3601792,5.09,-3.92,59,9,12,4,14,202.26
CC1=NN=C2COCC3=C(SC(C#CC4=CN(CCCNC5=CC=CC6=C5C(=O)N(C5CCC(=O)NC5=O)C6=O)N=C4)=C3CC3=CC=CC=C3)N12,,,,,0.038/0.138/0.56,700.781,700.2216371,3.77,-4.68,51,8,12,2,8,153.34
CC1=NN=C2COCC3=C(SC(C#CC4=CN(CCCNC5=CC=CC6=C5C(=O)N(C5CCC(=O)NC5=O)C6=O)N=C4)=C3CC3=CC=CC=C3)N12,,,,,0.038/0.138/0.56,700.781,700.2216371,3.77,-4.68,51,8,12,2,8,153.34
CC1=NN=C2COCC3=C(SC(C#CC4=CN(CCCNC5=CC=CC6=C5C(=O)N(C5CCC(=O)NC5=O)C6=O)N=C4)=C3CC3=CC=CC=C3)N12,,,,,0.038/0.138/0.56,700.781,700.2216371,3.77,-4.68,51,8,12,2,8,153.34
CCN1N=C(C2CC2)C=C1NC1=NC(C(=O)NCCCCCCC2=CC=CC3=C2CN(C2CCC(=O)NC2=O)C3=O)=NC2=C1C1=CC(OC)=C(C3=C(C)ON=C3C)C=C1[NH]2,,,,,0.037/1,812.932,812.3758293,5.41,-3.97,60,9,12,4,15,202.26
CCN1N=C(C2CC2)C=C1NC1=NC(C(=O)NCCCCCCC2=CC=CC3=C2CN(C2CCC(=O)NC2=O)C3=O)=NC2=C1C1=CC(OC)=C(C3=C(C)ON=C3C)C=C1[NH]2,,,,,0.037/1,812.932,812.3758293,5.41,-3.97,60,9,12,4,15,202.26
CCN1N=C(C2CC2)C=C1NC1=NC(C(=O)NCCCCCCC2=CC=CC3=C2CN(C2CCC(=O)NC2=O)C3=O)=NC2=C1C1=CC(OC)=C(C3=C(C)ON=C3C)C=C1[NH]2,,,,,0.037/1,812.932,812.3758293,5.41,-3.97,60,9,12,4,15,202.26
CC1=NN=C2COCC3=C(SC(C#CC4=CN(CCCC#CC5=CC=CC6=C5CN(C5CCC(=O)NC5=O)C6=O)N=C4)=C3CC3=CC=CC=C3)N12,,,,,0.032/0.0083/0.062,695.805,695.2314735,4.36,-4.57,51,8,10,1,6,124.24
CC1=NN=C2COCC3=C(SC(C#CC4=CN(CCCC#CC5=CC=CC6=C5CN(C5CCC(=O)NC5=O)C6=O)N=C4)=C3CC3=CC=CC=C3)N12,,,,,0.032/0.0083/0.062,695.805,695.2314735,4.36,-4.57,51,8,10,1,6,124.24
CC1=NN=C2COCC3=C(SC(C#CC4=CN(CCCC#CC5=CC=CC6=C5CN(C5CCC(=O)NC5=O)C6=O)N=C4)=C3CC3=CC=CC=C3)N12,,,,,0.032/0.0083/0.062,695.805,695.2314735,4.36,-4.57,51,8,10,1,6,124.24
CC1=NN=C2COCC3=C(SC(C#CC4=CN(CCCNC5=CC=CC6=C5CN(C5CCC(=O)NC5=O)C6=O)N=C4)=C3CC3=CC=CC=C3)N12,,,,,0.025/0.035/0.51,686.798,686.2423726,4.02,-4.66,50,8,11,2,8,136.27
CC1=NN=C2COCC3=C(SC(C#CC4=CN(CCCNC5=CC=CC6=C5CN(C5CCC(=O)NC5=O)C6=O)N=C4)=C3CC3=CC=CC=C3)N12,,,,,0.025/0.035/0.51,686.798,686.2423726,4.02,-4.66,50,8,11,2,8,136.27
CC1=NN=C2COCC3=C(SC(C#CC4=CN(CCCNC5=CC=CC6=C5CN(C5CCC(=O)NC5=O)C6=O)N=C4)=C3CC3=CC=CC=C3)N12,,,,,0.025/0.035/0.51,686.798,686.2423726,4.02,-4.66,50,8,11,2,8,136.27
CC1=NN=C2COCC3=C(SC(C#CC4=CN(CCCCCNC5=CC=CC6=C5C(=O)N(C5CCC(=O)NC5=O)C6=O)N=C4)=C3CC3=CC=CC=C3)N12,,,,,0.02/0.092/0.19,728.835,728.2529373,4.36,-4.83,53,8,12,2,10,153.34
CC1=NN=C2COCC3=C(SC(C#CC4=CN(CCCCCNC5=CC=CC6=C5C(=O)N(C5CCC(=O)NC5=O)C6=O)N=C4)=C3CC3=CC=CC=C3)N12,,,,,0.02/0.092/0.19,728.835,728.2529373,4.36,-4.83,53,8,12,2,10,153.34
CC1=NN=C2COCC3=C(SC(C#CC4=CN(CCCCCNC5=CC=CC6=C5C(=O)N(C5CCC(=O)NC5=O)C6=O)N=C4)=C3CC3=CC=CC=C3)N12,,,,,0.02/0.092/0.19,728.835,728.2529373,4.36,-4.83,53,8,12,2,10,153.34
CC1=NN=C2COCC3=C(SC(C#CC4=CN(CCCCNC5=CC=CC6=C5C(=O)N(C5CCC(=O)NC5=O)C6=O)N=C4)=C3CC3=CC=CC=C3)N12,,,,,0.02/0.0654/0.19,714.808,714.2372872,4.07,-4.75,52,8,12,2,9,153.34
CC1=NN=C2COCC3=C(SC(C#CC4=CN(CCCCNC5=CC=CC6=C5C(=O)N(C5CCC(=O)NC5=O)C6=O)N=C4)=C3CC3=CC=CC=C3)N12,,,,,0.02/0.0654/0.19,714.808,714.2372872,4.07,-4.75,52,8,12,2,9,153.34
CC1=NN=C2COCC3=C(SC(C#CC4=CN(CCCCNC5=CC=CC6=C5C(=O)N(C5CCC(=O)NC5=O)C6=O)N=C4)=C3CC3=CC=CC=C3)N12,,,,,0.02/0.0654/0.19,714.808,714.2372872,4.07,-4.75,52,8,12,2,9,153.34
CC1=NN=C2COCC3=C(SC(C#CC4=CN(CCCCNC5=CC=CC6=C5CN(C5CCC(=O)NC5=O)C6=O)C=C4)=C3CC3=CC=CC=C3)N12,,,,,0.0012/0.051/0.18,699.837,699.2627737,4.76,-4.75,51,8,10,2,9,123.38
CC1=NN=C2COCC3=C(SC(C#CC4=CN(CCCCNC5=CC=CC6=C5CN(C5CCC(=O)NC5=O)C6=O)C=C4)=C3CC3=CC=CC=C3)N12,,,,,0.0012/0.051/0.18,699.837,699.2627737,4.76,-4.75,51,8,10,2,9,123.38
CC1=NN=C2COCC3=C(SC(C#CC4=CN(CCCCNC5=CC=CC6=C5CN(C5CCC(=O)NC5=O)C6=O)C=C4)=C3CC3=CC=CC=C3)N12,,,,,0.0012/0.051/0.18,699.837,699.2627737,4.76,-4.75,51,8,10,2,9,123.38
CC1=C(C)C2=C(S1)N1C(C)=NN=C1[C@H](CC(=O)NCCOCCOCCNC(=O)COC1=CC=C3C(=C1)CCCN3C(=O)CCl)N=C2C1=CC=C(Cl)C=C1,,,,,>50000,796.778,795.2372585,4.07,-5.19,54,6,11,2,16,149.27
O=C1CCC(N2CC3=C(NC(=O)COCCOCCNCCNC4=NON=C4/C(=N\O)NC4=CC=C(F)C(Br)=C4)C=CC=C3C2=O)C(=O)N1,,,N.D.,,>40000,746.551,745.1619493,2.07,-3.42,49,5,13,6,16,221.64
O=C1CCC(N2CC3=C(NC(=O)COCCOCCOCCNCCNC4=NON=C4/C(=N\O)NC4=CC=C(F)C(Br)=C4)C=CC=C3C2=O)C(=O)N1,,,N.D.,,>40000,790.604,789.1881641,2.2,-3.44,52,5,14,6,19,230.87
O=C1CCC(N2CC3=C(NC(=O)COCCOCCOCCOCCNCCNC4=NON=C4/C(=N\O)NC4=CC=C(F)C(Br)=C4)C=CC=C3C2=O)C(=O)N1,,,N.D.,,>40000,834.657,833.2143788,2.35,-3.46,55,5,15,6,22,240.1
O=C1CCC(N2C(=O)C3=CC=CC(NCCOCCOCCOCCNCCNC4=NON=C4/C(=N\O)NC4=CC=C(F)C(Br)=C4)=C3C2=O)C(=O)N1,,,N.D.,,>40000,790.604,789.1881641,2.82,-3.57,52,5,15,6,20,230.87
CC1=CC(NC2=NC=C(Cl)C(NC3=CC=CC=C3S(=O)(=O)C(C)C)=N2)=C(OC(C)C)C=C1C1CCN(CCC(=O)NCCOCCOCCNCCC(=O)NC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)CC1,,,,1.9,>20000/6010/5520,1087.698,1086.440002,4.74,-5.33,76,7,17,6,26,268.69
CC1=CC(NC2=NC=C(Cl)C(NC3=CC=CC=C3S(=O)(=O)C(C)C)=N2)=C(OC(C)C)C=C1C1CCN(CCC(=O)NCCOCCNC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)CC1,,,,10.2,>20000/5000/4570,972.566,971.3766731,5.41,-5.32,68,7,15,5,20,230.36
CC1=CC(NC2=NC=C(Cl)C(NC3=CC=CC=C3S(=O)(=O)C(C)C)=N2)=C(OC(C)C)C=C1C1CCN(CCC(=O)NCCCCCCNC(=O)COC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)CC1,,,,2.1,>20000/4660/3870,1042.657,1041.418538,5.67,-5.47,73,7,15,5,23,247.43
CC1=CC(NC2=NC=C(Cl)C(NC3=CC=CC=C3S(=O)(=O)C(C)C)=N2)=C(OC(C)C)C=C1C1CCN(CCC(=O)NCCCCNCCC(=O)NC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)CC1,,,,1.5,>20000/14340/9050,1027.646,1026.418872,4.72,-5.34,72,7,15,6,22,250.23
CC1=CC(NC2=NC=C(Cl)C(NC3=CC=CC=C3S(=O)(=O)C(C)C)=N2)=C(OC(C)C)C=C1C1CCN(CCC(=O)NCCOCCOCCOCCNCC(=O)NC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)CC1,,,,5.4,>20000/>20000/12210,1117.724,1116.450566,4.86,-5.34,78,7,18,6,28,277.92
CC1=CC(NC2=NC=C(Cl)C(NC3=CC=CC=C3S(=O)(=O)C(C)C)=N2)=C(OC(C)C)C=C1C1CCN(CCC(=O)NCCOCCOCCOCCNC(=O)COC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)CC1,,,,1.5,>20000/>20000/>20000,1118.708,1117.434582,5.2,-5.4,78,7,18,5,28,275.12
CC1=CC(NC2=NC=C(Cl)C(NC3=CC=CC=C3S(=O)(=O)C(C)C)=N2)=C(OC(C)C)C=C1C1CCN(CCC(=O)NCCOCCOCCNC(=O)COC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)CC1,,,,1.9,>20000/>20000/>20000,1074.655,1073.408367,5.06,-5.38,75,7,17,5,25,265.89
CC1=CC(NC2=NC=C(Cl)C(NC3=CC=CC=C3S(=O)(=O)C(C)C)=N2)=C(OC(C)C)C=C1C1CCN(CCC(=O)NCCCCCCCCNC(=O)COC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)CC1,,,,5.4,>20000/>20000/>20000,1070.711,1069.449838,6.22,-5.66,75,7,15,5,25,247.43
CC1=CC(NC2=NC=C(Cl)C(NC3=CC=CC=C3S(=O)(=O)C(C)C)=N2)=C(OC(C)C)C=C1C1CCN(CCC(=O)NCCCCCCNCCC(=O)NC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)CC1,,,,12.6,>20000/>20000/>20000,1055.7,1054.450172,5.19,-5.41,74,7,15,6,24,250.23
CC1=CC(NC2=NC=C(Cl)C(NC3=CC=CC=C3S(=O)(=O)C(C)C)=N2)=C(OC(C)C)C=C1C1CCN(CCC(=O)NCCCCCCNC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)CC1,,,,15.8,>20000/>20000/>20000,984.621,983.4130586,6.08,-5.46,69,7,14,5,21,221.13
CC1=CC(NC2=NC=C(Cl)C(NC3=CC=CC=C3S(=O)(=O)C(C)C)=N2)=C(OC(C)C)C=C1C1CCN(CCC(=O)NCCCCNC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)CC1,,,,19.3,>20000/>20000/>20000,956.567,955.3817585,5.66,-5.36,67,7,14,5,19,221.13
CC1=CC(NC2=NC=C(Cl)C(NC3=CC=CC=C3S(=O)(=O)C(C)C)=N2)=C(OC(C)C)C=C1C1CCN(CCC(=O)NCCCCCCCCNC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)CC1,,,,19.8,>20000/>20000/>20000,1012.675,1011.444359,6.6,-5.61,71,7,14,5,23,221.13
CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CC(=O)N3CCN(CC[C@H](CSC4=CC=CC=C4)NC4=CC=C(S(=O)(=O)NC(=O)C5=CC=C(N6CCN(CC7=C(C8=CC=C(Cl)C=C8)CCC(C)(C)C7)CC6)C=C5)C=C4S(=O)(=O)C(F)(F)F)CC3)C(C)(C)C)C=C2)SC=N1,,,,,>2000,1486.282,1484.520835,7.46,-6.7,101,10,17,5,24,251.07
CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCC(=O)N3CCN(CC[C@H](CSC4=CC=CC=C4)NC4=CC=C(S(=O)(=O)NC(=O)C5=CC=C(N6CCN(CC7=C(C8=CC=C(Cl)C=C8)CCC(C)(C)C7)CC6)C=C5)C=C4S(=O)(=O)C(F)(F)F)CC3)C(C)(C)C)C=C2)SC=N1,,,,,>2000,1500.309,1498.536485,7.55,-6.7,102,10,17,5,25,251.07
CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCCC(=O)N3CCN(CC[C@H](CSC4=CC=CC=C4)NC4=CC=C(S(=O)(=O)NC(=O)C5=CC=C(N6CCN(CC7=C(C8=CC=C(Cl)C=C8)CCC(C)(C)C7)CC6)C=C5)C=C4S(=O)(=O)C(F)(F)F)CC3)C(C)(C)C)C=C2)SC=N1,,,,,>2000,1514.336,1512.552135,7.64,-6.72,103,10,17,5,26,251.07
CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCCCCC(=O)N(C)CC[C@H](CSC3=CC=CC=C3)NC3=CC=C(S(=O)(=O)NC(=O)C4=CC=C(N5CCN(CC6=C(C7=CC=C(Cl)C=C7)CCC(C)(C)C6)CC5)C=C4)C=C3S(=O)(=O)C(F)(F)F)C(C)(C)C)C=C2)SC=N1,,,,,>2000,1487.31,1485.541236,7.92,-6.84,101,9,16,5,28,247.83
CC1(C)CCC(C2=CC=C(Cl)C=C2)=C(CN2CCN(C3=CC=C(C(=O)NS(=O)(=O)C4=CC=C(N[C@H](CCN5CCN(C(=O)CCCCCCNC6=CC=CC7=C6C(=O)N(C6CCC(=O)NC6=O)C7=O)CC5)CSC5=CC=CC=C5)C(S(=O)(=O)C(F)(F)F)=C4)C=C3)CC2)C1,,,,,>2000,1357.054,1355.459615,7.01,-6.17,93,10,16,4,25,235.02
CC1(C)CCC(C2=CC=C(Cl)C=C2)=C(CN2CCN(C3=CC=C(C(=O)NS(=O)(=O)C4=CC=C(N[C@H](CCN5CCN(C(=O)CCCCCCCNC6=CC=CC7=C6C(=O)N(C6CCC(=O)NC6=O)C7=O)CC5)CSC5=CC=CC=C5)C(S(=O)(=O)C(F)(F)F)=C4)C=C3)CC2)C1,,,,,>2000,1371.081,1369.475265,7.26,-6.26,94,10,16,4,26,235.02
CN(CCCCCCCCNC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O)CC[C@H](CSC1=CC=CC=C1)NC1=CC=C(S(=O)(=O)NC(=O)C2=CC=C(N3CCN(CC4=C(C5=CC=C(Cl)C=C5)CCC(C)(C)C4)CC3)C=C2)C=C1S(=O)(=O)C(F)(F)F,,,,,>2000,1302.018,1300.453801,7.78,-6.84,89,9,15,4,27,214.71
CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCCCCC(=O)N3N=C(N)C4=C(C5=CC=CC(NC(=O)NC6=CC=CC(C(C)C)=C6)=C5)C=CC=C43)C(C)(C)C)C=C2)SC=N1,,,,>1000,>100000,940.184,939.4465517,5.6,-5.99,68,7,11,6,16,213.67
CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCCCCCCCCCCCCCC(=O)N3N=C(N)C4=C(C5=CC=CC(NC(=O)NC6=CC=CC(C(C)C)=C6)=C5)C=CC=C43)C(C)(C)C)C=C2)SC=N1,,,,>1000,>100000,1066.427,1065.587402,7.8,-6.11,77,7,11,6,25,213.67
O=C1CCC(N2C(=O)C3=CC=CC(NC(=O)CCCCCOC4=C(O)C=C(O)C5=C4OC(C4=CC=CC=C4)=CC5=O)=C3C2=O)C(=O)N1,,,,,>100000,639.617,639.1852941,3.5,-5.19,47,6,10,4,10,192.55
O=C1CCC(N2C(=O)C3=CC=CC(NC(=O)CCCCCN4C=C(COC5=C(O)C=C(O)C6=C5OC(C5=CC=CC=C5)=CC6=O)N=N4)=C3C2=O)C(=O)N1,,,,,>100000,720.695,720.2179912,3.36,-5.13,53,7,13,4,12,223.26
CC1=C(COC2=CC(OCC3=CC=CC(C#N)=C3)=C(CN3CCCCC3C(=O)N3CCN(C(=O)CCC(=O)NC4=CC=CC5=C4C(=O)N(C4CCC(=O)NC4=O)C5=O)CC3)C=C2Cl)C=CC=C1C1=CC=CC=C1,,,,44.5,>10000/>10000/9700,1004.541,1003.367154,5.54,-5.27,73,9,11,2,15,198.76
CCS(=O)(=O)NC1=CC=C(OC2=CC=C(F)C=C2F)C(C2=CN(C)C(=O)C3=C2C=C(C(=O)NCC2=CN(CCOCCOCCOCCOCC(=O)NC4=CC=CC5=C4CN(C4CCC(=O)NC4=O)C5=O)N=N2)[NH]3)=C1,,,,12,>10000/>10000/>10000,1059.075,1058.340409,3.32,-5.35,75,8,17,5,25,285.5
CC1=C(COC2=CC(OCC3=CC=CC(C#N)=C3)=C(CN3CCCCC3C(=O)N3CCN(C(=O)CCCC(=O)NC4=CC=CC5=C4C(=O)N(C4CCC(=O)NC4=O)C5=O)CC3)C=C2Cl)C=CC=C1C1=CC=CC=C1,,,,26.1,>10000/>10000/>10000,1018.568,1017.382804,5.71,-5.29,74,9,11,2,16,198.76
CC1=C(COC2=CC(OCC3=CC=CC(C#N)=C3)=C(CN3CCCCC3C(=O)N3CCN(C(=O)CCCC(=O)NC4=CC=CC5=C4C(=O)N(C4CCC(=O)NC4=O)C5=O)CC3)C=C2Cl)C=CC=C1C1=CC=C2OCCOC2=C1,,,,39.2,>10000/>10000/>10000,1076.604,1075.388283,5.58,-5.15,78,10,13,2,16,217.22
CC1=C(COC2=CC(OCC3=CC=CC(C#N)=C3)=C(CN3CCCCC3C(=O)NCCCCNC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)C=C2Cl)C=CC=C1C1=CC=C2OCCOC2=C1,,,,102.7,>10000/>10000/>10000,965.504,964.356255,6.34,-5.35,70,9,12,3,17,188.63
O=C(COC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O)NCCCC(=O)N1CCN(C(=O)C2=CC(CC3=N[NH]C(=O)C4=CC=CC=C34)=CC=C2F)CC1,,,,,>10000/>10000,765.755,765.255854,2.57,-4.5,56,7,10,3,11,208.25
O=C(CCCCC(=O)N1CCN(C(=O)C2=CC(CC3=N[NH]C(=O)C4=CC=CC=C34)=CC=C2F)CC1)NCCNC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,,,,,>10000/>10000,792.825,792.3031385,2.75,-4.42,58,7,10,4,13,211.05
CN[C@@H](C)C(=O)N[C@H](C(=O)N1CCC[C@H]1C1=NC(C(=O)C2=CC=CC(OCCCCCC(=O)N3CCN(CC[C@H](CSC4=CC=CC=C4)NC4=CC=C(S(=O)(=O)NC(=O)C5=CC=C(N6CCN(CC7=C(C8=CC=C(Cl)C=C8)CCC(C)(C)C7)CC6)C=C5)C=C4S(=O)(=O)C(F)(F)F)CC3)=C2)=CS1)C1CCCCC1,,,,,>10000,1568.428,1566.599086,8.1,-6.67,107,11,18,4,31,240.07
CN[C@@H](C)C(=O)N[C@H](C(=O)N1CCC[C@H]1C1=NC(C(=O)C2=CC=CC(OCCCCCCC(=O)N3CCN(CC[C@H](CSC4=CC=CC=C4)NC4=CC=C(S(=O)(=O)NC(=O)C5=CC=C(N6CCN(CC7=C(C8=CC=C(Cl)C=C8)CCC(C)(C)C7)CC6)C=C5)C=C4S(=O)(=O)C(F)(F)F)CC3)=C2)=CS1)C1CCCCC1,,,,,>10000,1582.455,1580.614736,8.22,-6.74,108,11,18,4,32,240.07
O=C1CCC(N2CC3=C(NC(=O)CCCCCN4CCN(C5=CC=C(NC6=CC7=C(N8CCC(CO)CC8)N=C(NC8=CC=C(F)C=C8)N=C7C=N6)N=C5)CC4)C=CC=C3C2=O)C(=O)N1,,,,,>10000,885.018,884.424591,4.68,-4.51,65,9,14,5,15,201.15
O=C1CCC(N2CC3=C(NC(=O)CCCCN4CCN(C5=CC=C(NC6=CC7=C(N8CCC(CO)CC8)N=C(NC8=CC=C(F)C=C8)N=C7C=N6)N=C5)CC4)C=CC=C3C2=O)C(=O)N1,,,,,>10000,870.991,870.408941,4.42,-4.45,64,9,14,5,14,201.15
O=C(COC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O)NCCOCCOCCOCCNC(=O)CN1CCN(C2=CC=C(C3=CC=C4CN(C(C(=O)NC5=NC=CS5)C5=CC=CC=C5)C(=O)C4=C3)C=C2)CC1,,,,,>10000,1056.168,1055.384739,3.81,-5.71,76,9,16,4,24,247.45
O=C(COC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O)NCCCCNC(=O)CN1CCN(C2=CC=C(C3=CC=C4CN(C(C(=O)NC5=NC=CS5)C5=CC=CC=C5)C(=O)C4=C3)C=C2)CC1,,,,,>10000,952.063,951.3373951,4.02,-5.69,69,9,13,4,17,219.76
O=C1CCC(N2C(=O)C3=CC=CC(NCCCCCCN4CCN(C5=CC=C(C6=CC=C7CN(C(C(=O)NC8=NC=CS8)C8=CC=CC=C8)C(=O)C7=C6)C=C5)CC4)=C3C2=O)C(=O)N1,,,,,>10000,865.029,864.3417523,5.45,-5.81,63,9,11,3,15,164.36
O=C1CCC(N2C(=O)C3=CC=CC(NCCCCCCCCN4CCN(C5=CC=C(C6=CC=C7CN(C(C(=O)NC8=NC=CS8)C8=CC=CC=C8)C(=O)C7=C6)C=C5)CC4)=C3C2=O)C(=O)N1,,,,,>10000,893.083,892.3730524,5.99,-6.05,65,9,11,3,17,164.36
O=C1CCC(N2C(=O)C3=CC=CC(NCCOCCC(=O)N4CCN(C5=CC=C(C6=CC=C7CN(C(C(=O)NC8=NC=CS8)C8=CC=CC=C8)C(=O)C7=C6)C=C5)CC4)=C3C2=O)C(=O)N1,,,,,>10000,880.984,880.3002814,4.48,-5.66,64,9,12,3,14,190.66
O=C1CCC(N2C(=O)C3=CC=CC(NCCOCCOCCC(=O)N4CCN(C5=CC=C(C6=CC=C7CN(C(C(=O)NC8=NC=CS8)C8=CC=CC=C8)C(=O)C7=C6)C=C5)CC4)=C3C2=O)C(=O)N1,,,,,>10000,925.037,924.3264961,4.66,-5.65,67,9,13,3,17,199.89
O=C1CCC(N2C(=O)C3=CC=CC(NCCOCCOCCOCCOCCC(=O)N4CCN(C5=CC=C(C6=CC=C7CN(C(C(=O)NC8=NC=CS8)C8=CC=CC=C8)C(=O)C7=C6)C=C5)CC4)=C3C2=O)C(=O)N1,,,,,>10000,1013.143,1012.378926,4.5,-5.83,73,9,15,3,23,218.35
O=C1CCC(N2C(=O)C3=CC=CC(NCCOCCOCCOCCOCCOCCC(=O)N4CCN(C5=CC=C(C6=CC=C7CN(C(C(=O)NC8=NC=CS8)C8=CC=CC=C8)C(=O)C7=C6)C=C5)CC4)=C3C2=O)C(=O)N1,,,,,>10000,1057.196,1056.40514,4.52,-5.95,76,9,16,3,26,227.58
O=C1CCC(N2C(=O)C3=CC=CC(NCCOCCOCCN4CCN(C5=CC=C(C6=CC=C7CN(C(C(=O)NC8=NC=CS8)C8=CC=CC=C8)C(=O)C7=C6)C=C5)CC4)=C3C2=O)C(=O)N1,,,,,>10000,897.027,896.3315815,4.68,-5.68,65,9,13,3,17,182.82
O=C1CCC(N2C(=O)C3=CC=CC(NCCOCCOCCOCCN4CCN(C5=CC=C(C6=CC=C7CN(C(C(=O)NC8=NC=CS8)C8=CC=CC=C8O)C(=O)C7=C6)C=N5)CC4)=C3C2=O)C(=O)N1,,,,,>10000,958.067,957.3479598,4.15,-5.43,69,9,16,4,20,225.17
O=C1CCC(N2C(=O)C3=CC=C(NCCOCCOCCN4CCN(C5=CC=C(C6=CC=C7CN(C(C(=O)NC8=NC=CS8)C8=CC=CC=C8)C(=O)C7=C6)C=N5)CC4)C=C3C2=O)C(=O)N1,,,,,>10000,898.015,897.3268305,4.04,-5.48,65,9,14,3,17,195.71
O=C1CCC(N2C(=O)C3=CC=C(NCCOCCOCCOCCN4CCN(C5=CC=C(C6=CC=C7CN(C(C(=O)NC8=NC=CS8)C8=CC=CC=C8)C(=O)C7=C6)C=N5)CC4)C=C3C2=O)C(=O)N1,,,,,>10000,942.068,941.3530452,4.2,-5.58,68,9,15,3,20,204.94
CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCOCCOCCN3CCN(C4=CC=C(C5=CC=C6CN(C(C(=O)NC7=NC=CS7)C7=CC=CC=C7)C(=O)C6=C5)C=N4)CC3)C(C)(C)C)C=C2)SC=N1,,,,,>10000,1083.351,1082.450651,4.94,-5.79,77,9,15,4,21,211.76
CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCOCCOCCOCCN3CCN(C4=CC=C(C5=CC=C6CN(C(C(=O)NC7=NC=CS7)C7=CC=CC=C7)C(=O)C6=C5)C=N4)CC3)C(C)(C)C)C=C2)SC=N1,,,,,>10000,1127.404,1126.476866,5.09,-5.83,80,9,16,4,24,220.99
